epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.1308,0,83.1953,0,0,0,0,0,0,76.3429,0,4e-05,4e-05,4e-05
2,23.8653,0,81.7759,0,0,0,0,0,0,76.4818,0,9.67e-05,9.67e-05,9.67e-05
3,34.5216,0,80.2231,0,0,0,0,0,0,76.432,0,0.00014944,0.00014944,0.00014944
4,44.988,0,78.4672,0,0,0,0,0,0,76.7592,0,0.00019822,0.00019822,0.00019822
